time,city,description,origin,source
2019-06-13 00:17:00,נירים,ירי רקטות וטילים,Gaza,github_csv
2019-06-13 20:56:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-06-13 20:56:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-06-18 10:06:00,אשדוד - יא,ירי רקטות וטילים,Gaza,github_csv
2019-06-18 10:06:00,מרינה,ירי רקטות וטילים,Gaza,github_csv
2019-06-18 11:55:00,דישון,ירי רקטות וטילים,Lebanon,github_csv
2019-07-01 09:19:00,נחל עוז,ירי רקטות וטילים,Gaza,github_csv
2019-07-03 07:20:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-07-03 07:20:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-07-12 21:58:00,ניר יצחק,ירי רקטות וטילים,Gaza,github_csv
2019-07-12 21:58:00,סופה,ירי רקטות וטילים,Gaza,github_csv
2019-07-13 10:31:00,כפר עזה,ירי רקטות וטילים,Gaza,github_csv
2019-07-13 10:31:00,נחל עוז,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אביאל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אור עקיבא,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אזור תעשייה קיסריה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אלוני יצחק,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,באקה אל גרבייה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בית חנניה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בנימינה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,ג'סר א-זרקא,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,ג'ת,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גבעת ניל''י,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גבעת עדה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גן השומרון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גן שמואל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,זכרון יעקב,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כפר גליקסון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כפר פינס,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כרכור,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,להבות חביבה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מגל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מייסר,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מעגן מיכאל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מעיין צבי,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מצר,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,משמרות,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין עירון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין שמר,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עמיקם,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,פרדס חנה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,קיסריה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,רגבים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,שדות ים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אום אל פחם,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אום אל קוטוף,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אל עריאן,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,ברטעה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,ברקאי,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גבעת חביבה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,חריש,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כפר קרע,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מאור,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מועאוויה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מי עמי,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מעלה עירון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מענית,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מצפה אילן,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין אל-סהלה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,ערערה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,שדה יצחק,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,שער מנשה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,תלמי אלעזר,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אזור תעשייה רגבים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בית סוהר מגידו,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בית ספר אורט בנימינה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מרכז ימי קיסריה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,קציר,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,רמת הנדיב,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בית אורן,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גבעת וולפסון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,החותרים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כפר גלים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,אזור תעשייה ניר עציון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בית צבי,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,בת שלמה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,גבע כרמל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,דור,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,הבונים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כפר הנוער ימין אורד,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כרם מהר''ל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מאיר שפיה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מגדים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,מרכז מיר''ב,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,נווה ים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,נחשולים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,ניר עציון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עופר,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין איילה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין הוד,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין חוד,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עין כרמל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,עתלית,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,פוריידיס,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,צרופה,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,יערות הכרמל,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:07:00,כלא דמון,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:12:00,חדרה - מזרח,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:17:00,חדרה - מרכז,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:22:00,חדרה - נווה חיים,ירי רקטות וטילים,Gaza,github_csv
2019-07-31 10:27:00,חדרה - מערב,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:02:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:02:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,אור הנר,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-16 21:03:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,דורות,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,חוות שיקמים,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:58:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:59:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:59:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:59:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-17 20:59:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,אור הנר,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-08-25 21:04:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-08-28 21:20:00,נתיב העשרה,ירי רקטות וטילים,Gaza,github_csv
2019-09-06 23:30:00,אור הנר,ירי רקטות וטילים,Gaza,github_csv
2019-09-06 23:30:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-09-06 23:30:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-09-10 21:07:00,אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-09-10 21:07:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-09-10 21:08:00,אשדוד - אזור תעשייה צפוני ונ,ירי רקטות וטילים,Gaza,github_csv
2019-09-10 21:08:00,אשדוד - א,ירי רקטות וטילים,Gaza,github_csv
2019-09-11 13:16:00,יד מרדכי,ירי רקטות וטילים,Gaza,github_csv
2019-09-11 13:16:00,נתיב העשרה,ירי רקטות וטילים,Gaza,github_csv
2019-09-11 19:03:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-09-11 19:03:00,מבקיעים,ירי רקטות וטילים,Gaza,github_csv
2019-09-11 23:37:00,זיקים,ירי רקטות וטילים,Gaza,github_csv
2019-09-12 00:06:00,מבקיעים,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:17:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-09-19 18:18:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-10-04 23:48:00,כיסופים,ירי רקטות וטילים,Gaza,github_csv
2019-10-27 09:38:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-10-31 20:07:00,בארי,ירי רקטות וטילים,Gaza,github_csv
2019-10-31 20:07:00,עלומים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,אור הנר,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:01:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:06:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:06:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:06:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:07:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:07:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:07:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:07:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-01 21:42:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-02 01:58:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-02 01:58:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-02 01:59:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-02 01:59:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:51:00,אשדוד - א,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:51:00,אשדוד - אזור תעשייה צפוני ונ,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:51:00,אשדוד - יא,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:51:00,מרינה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:52:00,בית אלעזרי,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:52:00,גדרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 05:52:00,קדרון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:05:00,אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:05:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:05:00,זיקים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:05:00,כרמיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:06:00,ניצן,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:06:00,ניצנים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:19:00,כפר עזה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:19:00,סעד,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:19:00,נחל עוז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:20:00,נחל עוז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:20:00,עלומים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:30:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:35:00,אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:35:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:36:00,אזור תעשייה צפוני אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:36:00,באר גנים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:39:00,נתיב העשרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:39:00,זיקים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:39:00,כרמיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:51:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:51:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:52:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:52:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:52:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:52:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:52:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:52:00,חוות שיקמים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 06:58:00,נתיב העשרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:00:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:00:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:00:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:00:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:00:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,זיקים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,כרמיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,מבקיעים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,באר גנים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,ניצן,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:05:00,אזור תעשייה צפוני אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,חולון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,פלמחים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,ראשון לציון - מערב,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,פארק תעשיות פלמחים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:06:00,גן שורק,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,גבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,מכללת ספיר,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:07:00,אור הנר,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,יד מרדכי,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,כרמיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,מבקיעים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,בית שקמה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,גיאה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:11:00,תלמי יפה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:29:00,אזור תעשייה הדרומי אשקלון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:29:00,זיקים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:29:00,כרמיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:29:00,נתיב העשרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:41:00,ארז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:41:00,כרמיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:41:00,יד מרדכי,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:41:00,נתיב העשרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:42:00,נחל עוז,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:42:00,סעד,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:42:00,עלומים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:43:00,מבטחים עמיעוז ישע,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:44:00,מבטחים עמיעוז ישע,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:46:00,איבים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:46:00,שדרות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:46:00,ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:46:00,מפלסים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:46:00,מטווח ניר עם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,בית אלעזרי,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,בית חלקיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,גדרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,גני טל,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,חפץ חיים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,קדרון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,גני יוחנן,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,חצב,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,מזכרת בתיה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,קריית עקרון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:50:00,יד בנימין,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,בני ראם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,תלמי יחיאל,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,אזור תעשייה כנות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,ביצרון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,בני עי''ש,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,גן יבנה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,כנות,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,מישר,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,משגב דב,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,נווה מבטח,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,פארק תעשייה ראם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,גדרה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,אחווה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,גני טל,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,ינון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,כפר אחים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,כפר הרי''ף וצומת ראם,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 07:51:00,חצב,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:00:00,תל אביב - דרום העיר ויפו,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:00:00,תל אביב - מרכז העיר,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:00:00,בת-ים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:00:00,חולון,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:01:00,ראשון לציון - מערב,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:01:00,פלמחים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:10:00,כיסופים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,אשדוד - א,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,אשדוד - אזור תעשייה צפוני ונ,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,אשדוד - ג,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,אשדוד - ח,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,אשדוד - יא,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,מרינה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,בני דרום,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,ניר גלים,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,יבנה,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,כפר הנגיד,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,בן זכאי,ירי רקטות וטילים,Gaza,github_csv
2019-11-12 08:12:00,גן הדרום,ירי רקטות וטילים,Gaza,github_csv
